,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,ra,dec,koi_kepmag
107,FALSE POSITIVE,0,1,0,0,4.64090031,173.64638,0.00261,-0.00261,1.28,35.512,0.274,-0.274,2450.6,30.09,1155.0,421.08,296.9,6463.0,205.0,-205.0,4.5,0.087,-0.163,0.826,295.11371,40.071171,15.27
108,FALSE POSITIVE,0,1,1,1,3.747838198,171.66504,0.000902,-0.000902,1.121,5.0642,0.0445,-0.0445,616.0,13.65,1031.0,266.76,138.2,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,291.06152,50.265129,13.496
109,CONFIRMED,0,0,0,0,14.74914825,138.77799,0.00118,-0.00118,0.173,6.0995,0.044,-0.044,430.2,2.89,874.0,137.91,107.4,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,297.02826,48.208611,12.487
110,CONFIRMED,0,0,0,0,21.81295996,174.01085,0.00261,-0.00261,0.053,4.3791,0.091,-0.091,1175.4,3.38,639.0,39.33,37.8,5601.0,166.0,-166.0,4.41,0.116,-0.188,0.999,294.77686,40.15374,15.54
111,FALSE POSITIVE,0,1,0,0,7.91936937,172.181092,0.000202,-0.000202,0.733,3.3148,0.0209,-0.0209,15148.0,10.34,814.0,104.0,389.0,5690.0,154.0,-172.0,4.588,0.04,-0.16,0.776,283.53845,40.217999,15.805
112,CONFIRMED,0,0,0,0,15.37562369,173.61402,0.000608,-0.000608,0.692,3.3169,0.0645,-0.0645,15337.0,11.01,600.0,30.54,166.0,4986.0,79.0,-79.0,4.496,0.075,-0.025,0.833,283.25354,40.358189,16.422
113,CONFIRMED,0,0,0,0,8.10363271,176.9486,0.00205,-0.00205,0.047,3.161,0.0635,-0.0635,887.9,2.11,687.0,52.82,39.3,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,283.22141,40.421829,15.289
114,CONFIRMED,0,0,0,0,4.71510843,134.96178,0.00324,-0.00324,0.258,2.506,0.103,-0.103,417.5,1.46,823.0,108.84,21.3,4861.0,131.0,-146.0,4.574,0.054,-0.041,0.732,283.22141,40.421829,15.289
115,CONFIRMED,0,0,0,0,6.365839713,171.13575,0.001,-0.001,0.524,2.9721,0.0408,-0.0408,780.7,2.44,914.0,165.33,70.8,5776.0,155.0,-155.0,4.554,0.042,-0.168,0.849,291.14951,40.420521,15.09
116,FALSE POSITIVE,0,0,1,0,5.97581754,174.77602,0.00137,-0.00137,0.941,3.065,0.185,-0.185,962.4,3.86,1047.0,284.25,50.3,6108.0,193.0,-214.0,4.471,0.054,-0.216,0.997,294.22397,40.417858,15.546
117,FALSE POSITIVE,0,0,1,1,2.446737317,170.66951,0.00104,-0.00104,1.241,4.7211,0.0546,-0.0546,1177.9,26.25,1261.0,597.19,110.2,5764.0,154.0,-171.0,4.548,0.035,-0.184,0.863,298.96112,40.862808,15.021
118,CONFIRMED,0,0,0,0,3.04033046,169.9490106,8.86e-05,-8.86e-05,0.736,1.8411,0.0168,-0.0168,10859.0,8.99,1021.0,257.29,568.2,5035.0,151.0,-151.0,4.519,0.084,-0.063,0.791,299.3161,40.82238,15.028
119,CONFIRMED,0,0,0,0,15.33528675,174.00278,0.00103,-0.00103,0.773,3.897,0.0771,-0.0771,3081.4,5.0,610.0,32.67,86.6,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,292.23676,41.08588,15.855
120,CONFIRMED,0,0,0,0,7.95825328,137.80219,0.00767,-0.00767,0.706,4.377,0.229,-0.229,50.0,1.06,1074.0,314.15,14.7,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,297.02826,48.208611,12.487
121,CONFIRMED,0,0,0,0,31.33046135,153.43031,0.00103,-0.00103,0.798,5.176,0.102,-0.102,5073.8,6.5,481.0,12.61,117.2,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,292.23676,41.08588,15.855
122,FALSE POSITIVE,0,1,0,0,3.9043425,173.393734,0.000266,-0.000266,0.709,3.831,0.0271,-0.0271,16228.0,12.28,1104.0,351.05,323.4,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,294.05676,40.549679,15.016
123,FALSE POSITIVE,0,1,0,0,9.286358079,171.8214689,4.5e-05,-4.5e-05,0.377,3.49949,0.00533,-0.00533,44791.0,17.61,796.0,95.03,1671.1,5670.0,169.0,-169.0,4.523,0.066,-0.154,0.821,294.74396,40.53392,15.365
124,FALSE POSITIVE,0,1,0,0,3.951405455,173.276125,0.000454,-0.000454,1.276,2.1862,0.0267,-0.0267,2453.9,31.44,1133.0,388.71,117.2,6046.0,182.0,-182.0,4.539,0.048,-0.204,0.869,295.50439,40.505489,15.446
125,CONFIRMED,0,0,0,0,23.65369415,171.376107,0.000603,-0.000603,0.008,8.2183,0.021,-0.021,3341.8,7.89,731.0,67.65,266.3,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,287.89713,40.637821,15.084
126,CONFIRMED,0,0,0,0,13.23352214,140.32196,0.00275,-0.00275,0.014,6.7372,0.0875,-0.0875,504.6,3.06,888.0,146.67,49.1,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,287.89713,40.637821,15.084
127,CONFIRMED,0,0,0,0,6.15560285,134.81656,0.00345,-0.00345,0.235,4.9843,0.0994,-0.0994,285.0,2.32,1146.0,406.94,35.1,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,287.89713,40.637821,15.084
128,CONFIRMED,0,0,0,0,2.090811305,134.17462,0.00398,-0.00398,0.746,3.388,0.106,-0.106,115.9,1.62,1642.0,1718.04,19.9,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,287.89713,40.637821,15.084
129,CONFIRMED,0,0,0,0,3.180027898,133.49863,0.00181,-0.00181,0.196,3.5797,0.0558,-0.0558,120.3,1.53,1458.0,1066.86,50.4,5847.0,64.0,-75.0,4.191,0.02,-0.018,1.402,297.02826,48.208611,12.487
130,CONFIRMED,0,0,0,0,50.4467417,178.5014,0.0103,-0.0103,0.379,7.159,0.247,-0.247,370.3,2.67,568.0,24.64,19.4,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,287.89713,40.637821,15.084
131,CONFIRMED,0,0,0,0,11.76307164,180.93613,0.0013,-0.0013,0.048,2.9076,0.05,-0.05,1037.3,2.35,616.0,33.99,48.9,4959.0,99.0,-164.97595596755505,4.603,0.011,-0.06,0.756,294.20215,40.66341,15.208
132,CONFIRMED,0,0,0,0,56.2279271,132.29259,0.00471,-0.00471,0.7,3.57,0.134,-0.134,862.7,2.37,366.0,4.22,20.9,4959.0,99.0,0.0,4.603,0.011,-0.06,0.756,294.20215,40.66341,15.208
133,FALSE POSITIVE,0,1,1,1,2.384052875,171.58362,0.00163,-0.00163,1.178,3.0918,0.0817,-0.0817,1268.1,17.06,1010.0,244.87,50.5,4794.0,130.0,-144.0,4.58,0.063,-0.032,0.701,299.64285,40.691238,15.836
134,CONFIRMED,0,0,0,0,7.953547,174.66224,0.00182,-0.00182,0.3,2.6312,0.0595,-0.0595,875.4,2.25,696.0,55.37,38.4,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,291.15878,40.750271,15.66
135,CONFIRMED,0,0,0,0,4.14451656,135.92831,0.00313,-0.00313,0.004,2.3421,0.0984,-0.0984,391.8,1.48,864.0,132.08,22.8,4768.0,76.0,-85.0,4.536,0.056,-0.016,0.779,291.15878,40.750271,15.66
136,FALSE POSITIVE,0,1,0,0,4.859386384,173.011469,0.000207,-0.000207,1.259,2.2757,0.0122,-0.0122,6044.3,38.33,1114.0,364.23,269.7,6072.0,168.0,-232.0,4.47,0.056,-0.224,0.988,292.21436,40.759762,15.311
137,CONFIRMED,0,0,0,0,10.526294577,176.522462,0.000136,-0.000136,0.644,2.5211,0.0257,-0.0257,9768.0,8.24,713.0,61.16,482.3,5386.0,159.0,-159.0,4.553,0.056,-0.104,0.793,293.87811,41.66177,15.305
138,CONFIRMED,0,0,0,0,4.583520948,169.973972,0.000733,-0.000733,0.045,2.7055,0.0321,-0.0321,3812.1,5.39,1038.0,274.98,99.5,5815.0,157.0,-175.0,4.54,0.038,-0.212,0.877,299.18686,41.74268,15.287
139,CONFIRMED,0,0,0,0,3.76181843,171.90364,0.00209,-0.00209,0.926,3.5176,0.0901,-0.0901,510.6,2.66,1121.0,372.62,35.9,5653.0,154.0,-171.0,4.472,0.062,-0.188,0.949,283.31638,41.83712,15.257
140,CONFIRMED,0,0,0,0,8.20396958,169.69138,0.00143,-0.00143,0.823,2.9667,0.0529,-0.0529,1024.4,3.01,742.0,71.5,54.4,5015.0,149.0,-149.0,4.499,0.09,-0.06,0.826,286.5657,41.808399,15.376
141,CONFIRMED,0,0,0,0,14.49645186,143.41659,0.00409,-0.00409,0.97,4.016,0.305,-0.305,647.5,3.01,613.0,33.48,25.7,5015.0,149.0,-149.0,4.499,0.09,-0.06,0.826,286.5657,41.808399,15.376
142,CONFIRMED,0,0,0,0,12.71809866,175.35526,0.00152,-0.00152,0.427,3.0957,0.0562,-0.0562,1149.4,2.31,562.0,23.6,52.7,4702.0,128.0,-142.0,4.592,0.058,-0.027,0.686,292.91312,41.060921,15.389
143,CONFIRMED,0,0,0,0,36.06588163,198.58423,0.00172,-0.00172,0.26,4.3246,0.0634,-0.0634,1563.8,2.64,397.0,5.88,51.7,4702.0,128.0,-142.0,4.592,0.058,-0.027,0.686,292.91312,41.060921,15.389
144,CONFIRMED,0,0,0,0,4.190425659,171.44122,0.000306,-0.000306,0.458,2.8589,0.0224,-0.0224,2877.4,6.21,1234.0,547.9,240.6,6073.0,190.0,-232.0,4.392,0.072,-0.217,1.135,293.49661,41.137589,15.27
145,CONFIRMED,0,0,0,0,3.709870784,171.987982,0.000638,-0.000638,0.023,3.0694,0.0265,-0.0265,2020.3,4.35,1151.0,415.1,116.1,5727.0,77.0,-85.0,4.463,0.04,-0.12,0.978,283.86441,41.346458,15.581
146,CONFIRMED,0,0,0,0,16.3297527,177.29506,0.00181,-0.00181,0.791,6.271,0.112,-0.112,1187.5,3.75,727.0,66.08,74.6,5878.0,158.0,-193.0,4.444,0.084,-0.196,0.987,288.51001,41.301769,15.447
147,CONFIRMED,0,0,0,0,27.807566216,186.713552,0.000134,-0.000134,0.782,4.21587,0.00935,-0.00935,25391.0,13.84,554.0,22.24,748.1,5862.0,177.0,-177.0,4.584,0.044,-0.176,0.785,296.88821,41.396091,15.482
148,CONFIRMED,0,0,0,0,80.8723469,203.895,0.00131,-0.00131,0.527,11.195,0.13,-0.13,3604.6,7.59,452.0,9.88,160.9,5510.0,82.0,-71.0,4.222,0.195,-0.105,1.238,287.1543,41.565788,15.201
149,FALSE POSITIVE,0,1,1,0,3.166465862,172.002627,0.000586,-0.000586,1.266,2.9381,0.0327,-0.0327,4357.2,26.82,954.0,196.31,122.1,4968.0,151.0,-136.0,4.575,0.072,-0.044,0.704,284.86929,41.679192,15.999
150,CONFIRMED,0,0,0,0,24.99324319,138.68167,0.00197,-0.00197,0.686,5.9409,0.0669,-0.0669,269.6,2.29,712.0,60.88,62.0,5718.0,85.0,-77.0,4.181,0.018,-0.016,1.317,287.36279,38.649601,12.377
151,CONFIRMED,0,0,0,0,10.35533116,170.93729,0.0016,-0.0016,0.029,3.1775,0.0602,-0.0602,750.6,2.47,777.0,86.22,49.2,5501.0,164.0,-147.0,4.462,0.084,-0.168,0.918,288.9942,41.633282,15.018
152,CONFIRMED,0,0,0,0,16.08518937,180.28319,0.00145,-0.00145,0.867,3.984,0.0875,-0.0875,1442.4,3.68,613.0,33.43,62.6,5239.0,174.0,-158.0,4.523,0.06,-0.09,0.826,292.10519,42.380322,15.219
153,CONFIRMED,0,0,0,0,7.49018305,174.95037,0.00124,-0.00124,0.02,2.7297,0.0424,-0.0424,1123.6,2.56,753.0,76.06,53.0,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.787,291.63898,42.436321,15.599
154,CONFIRMED,0,0,0,0,36.2761238,201.2869,0.00222,-0.00222,0.035,4.7865,0.0756,-0.0756,1572.6,3.03,445.0,9.29,45.5,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.787,291.63898,42.436321,15.599
155,CONFIRMED,0,0,0,0,17.46087931,137.26594,0.00242,-0.00242,0.594,2.2641,0.0721,-0.0721,812.4,2.32,568.0,24.6,22.6,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.787,291.63898,42.436321,15.599
156,CONFIRMED,0,0,0,0,56.0560754,201.16578,0.00329,-0.00329,0.018,4.685,0.132,-0.132,1626.0,1.94,233.0,0.69,27.4,3593.0,71.0,-86.0,4.757,0.054,-0.027,0.491,289.50848,41.812119,15.849
157,CONFIRMED,0,0,0,0,41.408316686,195.78745,0.000123,-0.000123,0.377,5.0264,0.0136,-0.0136,22839.0,11.38,453.0,9.93,907.8,5522.0,165.0,-148.0,4.586,0.048,-0.112,0.747,291.76041,41.944069,15.196
158,CONFIRMED,0,0,0,0,5.715425977,174.87931,0.0011,-0.0011,0.348,2.5242,0.0418,-0.0418,908.1,2.47,850.0,123.03,59.4,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.826,285.11047,42.033958,15.086
159,CONFIRMED,0,0,0,0,49.18394185,141.911924,0.000569,-0.000569,0.035,11.3364,0.051,-0.051,1646.2,8.2,669.0,47.4,355.7,5626.0,89.0,-78.0,3.907,0.04,-0.036,2.057,294.55917,46.062328,12.654
160,CONFIRMED,0,0,0,0,20.0261412,146.91109,0.00396,-0.00396,0.957,1.611,0.195,-0.195,421.2,2.28,559.0,23.14,10.7,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.826,285.11047,42.033958,15.086
161,FALSE POSITIVE,0,1,0,0,13.61014819,173.987319,0.000346,-0.000346,1.081,2.594,0.0194,-0.0194,5732.9,19.02,733.0,68.29,184.1,5697.0,154.0,-154.0,4.46,0.098,-0.182,0.903,289.89777,42.009151,15.06
162,FALSE POSITIVE,0,1,1,1,10.44331991,175.4046,0.00185,-0.00185,0.23,2.743,0.505,-0.505,1159.8,2.66,667.0,46.94,51.7,4947.0,148.0,-133.0,4.516,0.077,-0.056,0.802,286.24356,42.148811,15.546
163,CONFIRMED,0,0,0,0,2.237489571,170.81914,0.00173,-0.00173,0.128,1.8119,0.0554,-0.0554,315.8,1.41,1160.0,427.17,30.7,5265.0,73.0,-84.0,4.58,0.014,-0.081,0.81,290.00757,42.116459,15.001
164,FALSE POSITIVE,0,1,0,0,5.851520671,173.8228336,4.48e-05,-4.48e-05,0.211,3.11058,0.00627,-0.00627,33004.0,14.62,901.0,155.89,1630.4,5532.0,167.0,-167.0,4.53,0.07,-0.13,0.806,284.08731,42.233231,15.33
165,CONFIRMED,0,0,0,0,3.167893418,172.147959,0.000988,-0.000988,0.026,2.1814,0.0324,-0.0324,781.2,2.62,1221.0,526.23,64.8,5895.0,164.0,-184.0,4.503,0.05,-0.2,0.94,293.81647,42.212502,15.533
166,CONFIRMED,0,0,0,0,4.311780262,173.576483,0.000848,-0.000848,0.196,2.7251,0.0314,-0.0314,1154.0,3.11,1038.0,274.84,86.1,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.927,287.24268,42.301369,15.604
167,CONFIRMED,0,0,0,0,20.0504494,188.08821,0.0031,-0.0031,0.383,4.556,0.0986,-0.0986,840.9,2.69,622.0,35.44,37.8,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.927,287.24268,42.301369,15.604
168,CONFIRMED,0,0,0,0,9.76734503,186.57718,0.00239,-0.00239,0.9,1.6585,0.0777,-0.0777,569.1,2.67,791.0,92.46,21.1,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.927,287.24268,42.301369,15.604
169,CONFIRMED,0,0,0,0,190.3200468,312.68498,0.00147,-0.00147,0.812,15.284,0.209,-0.209,1141.7,7.78,426.0,7.8,139.3,5626.0,89.0,-78.0,3.907,0.04,-0.036,2.057,294.55917,46.062328,12.654
170,FALSE POSITIVE,0,1,1,0,2.861159894,171.648106,0.00088,-0.00088,0.965,1.8832,0.0878,-0.0878,1014.3,4.37,1355.0,797.1,58.3,6126.0,193.0,-214.0,4.458,0.052,-0.208,1.021,291.67172,42.343109,15.618
171,CONFIRMED,0,0,0,0,26.44439337,194.12074,0.00108,-0.00108,0.03,3.9783,0.0417,-0.0417,1843.5,3.91,562.0,23.54,88.0,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,292.87338,42.966141,15.158
172,CONFIRMED,0,0,0,0,51.53997972,174.055011,0.00088,-0.00088,0.183,6.3994,0.0438,-0.0438,3644.3,5.51,450.0,9.67,155.5,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,292.87338,42.966141,15.158
173,CONFIRMED,0,0,0,0,5.902245782,136.78393,0.00101,-0.00101,0.209,2.9003,0.0317,-0.0317,702.3,2.43,926.0,173.74,59.3,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,292.87338,42.966141,15.158
174,CONFIRMED,0,0,0,0,2.382951591,135.080841,0.000981,-0.000981,0.479,1.8876,0.0297,-0.0297,391.6,1.86,1253.0,583.01,41.4,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.929,292.87338,42.966141,15.158
175,CONFIRMED,0,0,0,0,21.02250608,207.67593,0.00148,-0.00148,0.036,4.1072,0.0538,-0.0538,1772.5,3.07,521.0,17.48,62.4,5067.0,102.0,-102.0,4.585,0.024,-0.048,0.75,294.90973,42.935261,15.859
176,CONFIRMED,0,0,0,0,3.219814777,133.00406,0.00134,-0.00134,0.06,2.0642,0.0392,-0.0392,488.2,1.69,998.0,234.93,30.5,5103.0,101.0,-101.0,4.562,0.032,-0.052,0.787,291.63898,42.436321,15.599
177,CONFIRMED,0,0,0,0,5.912273234,172.184012,0.00094,-0.00094,0.17,2.3254,0.0296,-0.0296,961.4,1.73,585.0,27.72,62.8,4072.0,73.0,-81.0,4.696,0.023,-0.028,0.57,292.13702,42.42942,15.036
178,CONFIRMED,0,0,0,0,8.98581901,175.68418,0.0012,-0.0012,0.008,2.8606,0.0413,-0.0413,881.3,1.65,509.0,15.9,51.8,4072.0,73.0,-81.0,4.696,0.023,-0.028,0.57,292.13702,42.42942,15.036
179,FALSE POSITIVE,0,1,0,0,12.940668656,179.423014,0.000206,-0.000206,0.897,2.4845,0.0165,-0.0165,42450.0,22.94,723.0,64.64,307.5,5875.0,140.0,-175.0,4.572,0.036,-0.144,0.809,291.11969,42.507069,15.215
180,CONFIRMED,0,0,0,0,33.60123371,186.680343,0.000412,-0.000412,0.67,4.4056,0.0578,-0.0578,7425.9,8.46,495.0,14.22,247.9,5149.0,113.0,-82.0,4.447,0.054,-0.036,0.93,289.26874,42.604172,15.262
181,CONFIRMED,0,0,0,0,6.76652928,138.0637,0.00189,-0.00189,0.429,2.9004,0.0546,-0.0546,450.7,1.97,845.0,120.48,29.2,5149.0,113.0,-82.0,4.447,0.054,-0.036,0.93,289.26874,42.604172,15.262
182,CONFIRMED,0,0,0,0,4.347288783,172.23343,0.00157,-0.00157,0.025,2.1024,0.0502,-0.0502,451.6,2.36,1174.0,449.79,39.7,5754.0,78.0,-78.0,4.345,0.11,-0.11,1.122,291.96417,42.69614,15.024
183,CONFIRMED,0,0,0,0,4.601811819,169.98108,0.00105,-0.00105,0.567,2.2607,0.0367,-0.0367,755.9,2.35,896.0,152.91,60.8,4986.0,82.0,-82.0,4.496,0.08,-0.025,0.833,296.48343,42.663429,15.024
184,CONFIRMED,0,0,0,0,11.18719905,137.17814,0.00416,-0.00416,0.387,3.252,0.122,-0.122,353.6,1.55,667.0,46.65,21.9,4986.0,82.0,-82.0,4.496,0.08,-0.025,0.833,296.48343,42.663429,15.024
185,FALSE POSITIVE,0,1,0,0,6.998099523,171.898913,0.000267,-0.000267,7.361,2.0488,0.0142,-0.0142,20285.0,588.66,853.0,125.22,192.3,5612.0,152.0,-152.0,4.566,0.038,-0.152,0.829,287.88412,42.832439,15.877
186,CONFIRMED,0,0,0,0,5.95489993,170.955871,0.000734,-0.000734,0.327,2.3892,0.0281,-0.0281,1410.7,2.33,635.0,38.52,87.2,4261.0,85.0,-85.0,4.641,0.027,-0.02,0.633,293.63696,42.82497,15.019
187,CONFIRMED,0,0,0,0,12.03987488,181.22536,0.00117,-0.00117,0.286,2.7363,0.0411,-0.0411,1250.6,2.18,502.0,15.06,57.6,4261.0,85.0,-85.0,4.641,0.027,-0.02,0.633,293.63696,42.82497,15.019
188,CONFIRMED,0,0,0,0,20.83762895,132.08488,0.00391,-0.00391,0.706,2.3734,0.0987,-0.0987,439.0,1.42,418.0,7.24,14.9,4261.0,85.0,-85.0,4.641,0.027,-0.02,0.633,293.63696,42.82497,15.019
189,FALSE POSITIVE,0,1,1,1,8.8111022,136.4568,0.00151,-0.00151,1.223,5.0683,0.0771,-0.0771,401.1,63.66,1399.0,904.92,76.8,6200.0,125.0,-113.0,3.8,0.225,-0.075,2.404,294.46088,38.383461,12.759
190,CONFIRMED,0,0,0,0,23.58917143,173.81994,0.00194,-0.00194,0.926,5.073,0.325,-0.325,1200.7,3.16,487.0,13.34,53.3,4919.0,146.0,-146.0,4.566,0.072,-0.048,0.721,297.46002,42.83992,15.316
191,CONFIRMED,0,0,0,0,6.481633073,122.977657,0.000755,-0.000755,0.833,3.784,0.0339,-0.0339,298.5,2.54,1145.0,406.25,125.6,5945.0,71.0,-71.0,4.213,0.033,-0.027,1.302,290.39273,40.28487,12.365
192,CONFIRMED,0,0,0,0,10.37168928,172.61729,0.00117,-0.00117,0.537,3.035,0.0456,-0.0456,1254.9,3.2,720.0,63.68,64.5,5121.0,76.0,-84.0,4.457,0.091,-0.039,0.888,290.39322,43.363899,15.193
193,CONFIRMED,0,0,0,0,4.40841331,172.18582,0.00262,-0.00262,0.899,5.012,0.106,-0.106,549.4,2.66,1139.0,398.0,45.1,6007.0,189.0,-189.0,4.457,0.081,-0.202,0.961,292.96555,43.34639,15.662
194,FALSE POSITIVE,0,1,1,1,7.9426176,174.52563,0.00258,-0.00258,0.942,6.703,0.173,-0.173,1590.7,4.68,878.0,140.57,60.4,5811.0,157.0,-192.0,4.521,0.039,-0.221,0.926,299.00143,43.399632,15.26
195,CONFIRMED,0,0,0,0,226.8904775,207.35971,0.00362,-0.00362,0.731,7.558,0.193,-0.193,3136.4,4.53,236.0,0.73,46.8,5067.0,102.0,-102.0,4.585,0.024,-0.048,0.75,294.90973,42.935261,15.859
196,FALSE POSITIVE,0,1,0,0,1.956811408,170.694208,0.00043,-0.00043,1.091,2.1958,0.0257,-0.0257,24905.0,21.58,1109.0,357.16,125.4,5209.0,171.0,-155.0,4.657,0.063,-0.032,0.603,295.83536,42.943062,15.533
197,CONFIRMED,0,0,0,0,9.439459486,177.186096,0.000418,-0.000418,0.049,2.8979,0.0188,-0.0188,3036.1,4.16,686.0,52.32,175.2,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,288.64252,43.039291,15.067
198,CONFIRMED,0,0,0,0,11.523067458,131.969055,0.0007,-0.0007,0.0,3.8757,0.0209,-0.0209,507.3,3.13,927.0,174.81,142.0,5644.0,84.0,-75.0,4.162,0.033,-0.03,1.411,284.48245,44.398041,12.346
199,CONFIRMED,1,0,0,0,20.47748843,178.66786,0.00103,-0.00103,0.497,2.8364,0.0419,-0.0419,1382.4,2.92,530.0,18.65,52.7,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,288.64252,43.039291,15.067
200,CONFIRMED,0,0,0,0,3.336123113,135.31623,0.00109,-0.00109,0.252,1.9616,0.0333,-0.0333,516.3,1.74,970.0,209.79,41.6,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,288.64252,43.039291,15.067
201,CONFIRMED,0,0,0,0,8.01078456,170.20739,0.00106,-0.00106,0.192,2.312,0.0336,-0.0336,1333.6,1.72,453.0,9.9,48.5,3713.0,74.0,-92.0,4.779,0.063,-0.031,0.47,294.77393,43.056301,15.847
202,CONFIRMED,0,0,0,0,12.07134205,143.45948,0.00287,-0.00287,0.014,4.3224,0.0983,-0.0983,759.2,1.29,395.0,5.74,31.0,3713.0,74.0,-92.0,4.779,0.063,-0.031,0.47,294.77393,43.056301,15.847
203,CONFIRMED,0,0,0,0,20.99587872,152.31554,0.00305,-0.00305,0.228,2.6333,0.0866,-0.0866,767.3,1.3,328.0,2.74,18.2,3713.0,74.0,-92.0,4.779,0.063,-0.031,0.47,294.77393,43.056301,15.847
204,CONFIRMED,0,0,0,0,7.41113177,175.34754,0.00147,-0.00147,0.712,2.5242,0.0492,-0.0492,620.5,2.45,905.0,158.11,50.4,5849.0,157.0,-192.0,4.517,0.039,-0.208,0.919,295.65149,43.029831,15.031
205,FALSE POSITIVE,0,1,0,0,1.000747038,169.974229,0.000225,-0.000225,0.908,0.9967,0.0388,-0.0388,1823.5,4.14,1620.0,1635.2,147.4,5472.0,179.0,-179.0,4.499,0.117,-0.13,0.79,297.97513,43.164909,15.419
206,CONFIRMED,0,0,0,0,8.884922995,169.991686,0.000144,-0.000144,0.069,2.07004,0.00709,-0.00709,16053.0,10.51,770.0,83.21,388.2,5332.0,106.0,-96.0,4.5,0.05,-0.036,0.843,291.1376,36.577381,15.264
207,CONFIRMED,0,0,0,0,8.09888906,176.623731,0.000216,-0.000216,0.018,4.20241,0.00982,-0.00982,6911.1,8.95,986.0,223.19,435.9,6214.0,174.0,-217.0,4.442,0.054,-0.216,1.076,282.69952,43.272739,15.261
208,CONFIRMED,0,0,0,0,10.00653012,176.96898,0.00152,-0.00152,0.862,5.344,0.114,-0.114,936.1,3.52,876.0,139.21,71.9,6063.0,181.0,-217.0,4.47,0.052,-0.208,1.001,283.63077,43.379398,15.063
209,CONFIRMED,0,0,0,0,17.855221681,146.596466,0.000163,-0.000163,0.075,7.41287,0.00581,-0.00581,9065.2,13.16,911.0,163.04,915.7,6823.0,61.0,-92.0,4.308,0.024,-0.128,1.367,297.45374,41.01099,11.353
210,CONFIRMED,0,0,0,0,5.007316661,173.433997,0.000219,-0.000219,0.344,4.2362,0.0248,-0.0248,6932.3,6.96,998.0,234.28,431.4,5865.0,146.0,-190.0,4.563,0.042,-0.168,0.827,295.53613,43.884449,15.813
211,CONFIRMED,0,0,0,0,2.211116989,170.150139,0.000969,-0.000969,0.69,1.6485,0.0297,-0.0297,724.2,1.85,931.0,177.19,42.6,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,285.16833,44.026459,15.791
212,CONFIRMED,0,0,0,0,27.9541337,178.73791,0.00397,-0.00397,0.063,3.95,0.138,-0.138,942.5,1.9,400.0,6.04,25.4,4500.0,90.0,-90.0,4.656,0.013,-0.043,0.646,285.16833,44.026459,15.791
213,CONFIRMED,0,1,0,0,12.69104387,137.12594,0.00149,-0.00149,0.008,3.7727,0.0452,-0.0452,252.1,2.57,1008.0,244.3,60.2,5869.0,117.0,-117.0,4.024,0.21,-0.105,1.626,292.92914,48.60281,12.935
214,FALSE POSITIVE,0,1,0,0,4.409409243,171.89433,0.00105,-0.00105,0.028,3.8636,0.0468,-0.0468,12861.0,10.95,1101.0,347.06,85.8,5600.0,186.0,-169.0,4.368,0.185,-0.204,0.975,296.41019,43.455391,15.403
215,CONFIRMED,0,0,0,0,16.23947096,175.569907,0.000771,-0.000771,0.043,4.0374,0.0345,-0.0345,2590.7,4.14,598.0,30.14,123.8,5191.0,103.0,-103.0,4.564,0.016,-0.088,0.837,293.0614,43.58136,15.258
